Solution Time,CoordinateX,CoordinateY,CoordinateZ,udm-3,Turbulent Energy Dissipation,Temperature,solar-heat-flux,X-component-velocity,incident-radiation,viscosity-eff,Y Plus,Pressure,Y-component-velocity,Turbulent Kinetic Energy,Z-component-velocity,,turb-intensity,udm-1,Magnitude Velocity,udm-2
3600,1938.47974,1758.72485,64.11866,20.16856,0.014281276,296.534119,0,0,1816.802,0.001640062,174.747101,35.0667915,0,0.009378681,0,299.163757,0.078946307,0,0,0
7200,1938.47974,1758.72485,64.11866,18.7742271,0.012992055,296.748657,0,0,1760.89197,0.001644305,168.879028,27.5512257,0,0.008803286,0,296.835083,0.076701701,0,0,0
10800,1938.47974,1758.72485,64.11866,17.9273415,0.012592432,295.850616,0,0,1761.31787,0.001593194,164.819489,39.107338,0,0.008584186,0,296.853027,0.075844251,0,0,0
14400,1938.47974,1758.72485,64.11866,18.2462082,0.008000975,295.902252,0,0,1741.39624,0.001404436,146.364441,16.3053837,0,0.006402292,0,296.010071,0.065174311,0,0,0
18000,1938.47974,1758.72485,64.11866,17.6643753,0.008005593,295.474365,0,0,1739.7832,0.001383242,143.59758,14.9786053,0,0.006327006,0,295.941498,0.065267794,0,0,0
21600,1938.47974,1758.72485,64.11866,17.4249325,0.008825731,295.251282,0,0,1729.15479,0.001397792,157.978531,25.6075611,0,0.006848727,0,295.488464,0.067530103,0,0,0
25200,1938.47974,1758.72485,64.11866,17.9807205,0.006008288,295.152863,0.275982469,0,1725.32129,0.001282163,137.738724,33.1920242,0,0.005297899,0,295.324554,0.059101142,0,0,0
28800,1938.47974,1758.72485,64.11866,19.7015381,0.002919166,295.500153,2.10547328,0,1727.10229,0.000977347,109.084724,22.9012756,0,0.003198477,0,295.400757,0.046481457,0,0,0
32400,1938.47974,1758.72485,64.11866,21.1045074,0.002495584,295.791992,5.76026201,0,1746.07959,0.000828133,98.1485291,-3.51396251,0,0.002843655,0,296.208862,0.043799695,0,0,0
36000,1938.47974,1758.72485,64.11866,22.1046276,0.005128847,296.397369,10.3169279,0,1771.20508,0.001073007,138.005142,-57.3018608,0,0.004760172,0,297.268738,0.056242559,0,0,0
39600,1938.47974,1758.72485,64.11866,24.6351871,0.005568631,297.550751,14.9597111,0,1807.68665,0.001088551,132.855103,-87.4283371,0,0.005013246,0,298.78772,0.057456125,0,0,0
43200,1938.47974,1758.72485,64.11866,26.6749554,0.000991805,298.968658,67.7110214,0,1863.24072,0.00063169,71.510582,-68.5410614,0,0.001555581,0,301.057312,0.032755896,0,0,0
46800,1938.47974,1758.72485,64.11866,26.6820469,0.010540086,301.730682,206.463989,0,1929.29688,0.001435876,165.085144,-87.4560776,0,0.007687583,0,303.690796,0.071458973,0,0,0
50400,1938.47974,1758.72485,64.11866,32.805481,0.005201535,304.261108,20.0071163,0,1967.50391,0.001624518,81.7885056,-80.6947861,0,0.004796412,0,305.183228,0.056624405,0,0,0
54000,1938.47974,1758.72485,64.11866,33.6598091,0.030394528,305.343506,17.1981449,0,2007.16235,0.003573181,144.271393,-84.2144547,0,0.015581448,0,306.709534,0.102110736,0,0,0
57600,1938.47974,1758.72485,64.11866,33.887207,0.051104806,305.967957,12.8634453,0,2028.22449,0.004172979,180.585663,-67.1235504,0,0.021971434,0,307.511047,0.120955572,0,0,0
61200,1938.47974,1758.72485,64.11866,34.460331,0.006196661,306.431854,8.16952515,0,2035.19739,0.0016717,108.685173,-68.9845963,0,0.005378366,0,307.775024,0.059827391,0,0,0
64800,1938.47974,1758.72485,64.11866,32.9056587,0.005212791,306.353027,3.84547758,0,2038.9613,0.0012433,118.221069,-53.8050232,0,0.004789868,0,307.917267,0.056403071,0,0,0
68400,1938.47974,1758.72485,64.11866,31.7084389,0.007235085,306.257233,1.0737561,0,2030.30652,0.00130844,140.827911,-41.1992378,0,0.005972963,0,307.590027,0.063101359,0,0,0
72000,1938.47974,1758.72485,64.11866,33.4167976,0.002693183,306.381714,0.059340999,0,2020.75427,0.001379321,52.2788048,-11.5558977,0,0.003059502,0,307.227661,0.044906948,0,0,0
75600,1938.47974,1758.72485,64.11866,28.6533203,0.018291812,305.445038,0.000129651,0,2012.83569,0.001715812,200.3228,5.79944515,0,0.011082498,0,306.92627,0.085938864,0,0,0
79200,1938.47974,1758.72485,64.11866,28.1241512,0.01246475,305.205078,0,0,1983.39441,0.001608982,171.996628,21.1496372,0,0.00856569,0,305.79776,0.075449579,0,0,0
82800,1938.47974,1758.72485,64.11866,25.9735107,0.018322209,304.30545,0,0,1969.58215,0.001716446,198.343811,19.270422,0,0.011090878,0,305.263977,0.085947394,0,0,0
86400,1938.47974,1758.72485,64.11866,26.1620331,0.011079161,304.098877,0,0,1944.83667,0.001520221,164.941162,19.5067253,0,0.007907392,0,304.300598,0.072455466,0,0,0
