Solution Time,CoordinateX,CoordinateY,CoordinateZ,udm-3,Turbulent Energy Dissipation,Temperature,solar-heat-flux,X-component-velocity,incident-radiation,viscosity-eff,Y Plus,Pressure,Y-component-velocity,Turbulent Kinetic Energy,Z-component-velocity,,turb-intensity,udm-1,Magnitude Velocity,udm-2
3600,1966.2428,1781.66248,74.1394806,25.0464764,0.003081076,297.396149,0,0,1810.50134,0.001764456,55.9297867,33.3135796,0,0.003337847,0,298.904053,0.047058776,0,0,0
7200,1966.2428,1781.66248,74.1394806,23.2243652,0.00080739,297.665863,0,0,1774.5188,0.000797527,59.1663399,25.2388058,0,0.001341432,0,297.407715,0.030185824,0,0,0
10800,1966.2428,1781.66248,74.1394806,22.9868317,0.001322527,297.214294,0,0,1772.90833,0.000943296,69.6602783,36.3728981,0,0.001901523,0,297.34021,0.035185296,0,0,0
14400,1966.2428,1781.66248,74.1394806,22.524683,0.000976621,297.063873,0,0,1759.02612,0.00094658,62.1585274,13.4222898,0,0.00155054,0,296.756409,0.032061316,0,0,0
18000,1966.2428,1781.66248,74.1394806,22.9296951,0.001004305,296.82962,0,0,1753.34192,0.001118589,51.9330292,12.0075827,0,0.001595693,0,296.516418,0.032305121,0,0,0
21600,1966.2428,1781.66248,74.1394806,22.9707584,0.000473917,296.709167,0,0,1747.77563,0.000814784,40.4428558,22.7345524,0,0.000955737,0,296.280792,0.02496708,0,0,0
25200,1966.2428,1781.66248,74.1394806,22.9262047,0.001144513,296.714142,16.7092113,0,1747.38208,0.001145681,48.168602,30.3933239,0,0.001723405,0,296.264099,0.033889532,0,0,0
28800,1966.2428,1781.66248,74.1394806,24.0710163,0.001436833,297.711182,89.3852844,0,1758.54565,0.000975768,65.9305344,21.1629028,0,0.002019353,0,296.736176,0.036605623,0,0,0
32400,1966.2428,1781.66248,74.1394806,26.4269238,0.000885172,299.84436,191.111282,0,1793.62341,0.000835634,53.1347771,-4.4608779,0,0.001494203,0,298.204956,0.031117171,0,0,0
36000,1966.2428,1781.66248,74.1394806,28.8699856,0.000474732,303.128601,274.567841,0,1848.31763,0.000696599,38.7898598,-57.6621399,0,0.000987521,0,300.452789,0.024983391,0,0,0
39600,1966.2428,1781.66248,74.1394806,31.0901947,0.002078021,306.928772,315.030579,0,1919.78943,0.000943137,84.4523849,-86.7481689,0,0.002572572,0,303.316101,0.041298017,0,0,0
43200,1966.2428,1781.66248,74.1394806,32.1289291,0.023428828,309.896118,300.645966,0,1995.08472,0.002186573,196.534622,-67.2776489,0,0.012935476,0,306.247406,0.093337111,0,0,0
46800,1966.2428,1781.66248,74.1394806,33.5614777,0.049438536,311.699707,208.533646,0,2052.25171,0.004098307,165.066956,-85.9101334,0,0.021224083,0,308.417999,0.118922152,0,0,0
50400,1966.2428,1781.66248,74.1394806,34.736515,0.046678484,313.033264,79.676384,0,2092.73462,0.002773056,211.870071,-79.1448669,0,0.020398906,0,309.927856,0.116434671,0,0,0
54000,1966.2428,1781.66248,74.1394806,35.5592461,0.076157048,313.065887,17.1981449,0,2127.40186,0.003176466,253.460892,-82.377739,0,0.028312553,0,311.203461,0.137331322,0,0,0
57600,1966.2428,1781.66248,74.1394806,34.5846329,0.190901399,312.126831,12.8634443,0,2140.24683,0.00503404,339.667694,-64.9145508,0,0.052276392,0,311.672119,0.186650887,0,0,0
61200,1966.2428,1781.66248,74.1394806,34.5433922,0.227374762,311.687256,8.16952515,0,2130.40479,0.005630659,325.339813,-66.7448196,0,0.058743522,0,311.313171,0.197855115,0,0,0
64800,1966.2428,1781.66248,74.1394806,35.0919228,0.219859332,311.257599,3.84547758,0,2123.56274,0.006475923,254.835434,-51.7368126,0,0.05743641,0,311.062958,0.195617795,0,0,0
68400,1966.2428,1781.66248,74.1394806,34.7333908,0.181044012,310.729858,1.0737561,0,2106.16919,0.006133317,228.010956,-39.2609406,0,0.050425731,0,310.424042,0.183158025,0,0,0
72000,1966.2428,1781.66248,74.1394806,34.0150108,0.144600555,310.010651,0.059340999,0,2082.9397,0.005739419,210.021805,-10.3195944,0,0.043393023,0,309.564545,0.169831425,0,0,0
75600,1966.2428,1781.66248,74.1394806,32.9439087,0.072444841,309.389832,0.000129651,0,2053.5459,0.004372704,188.669998,6.74898624,0,0.027370209,0,308.466614,0.13484478,0,0,0
79200,1966.2428,1781.66248,74.1394806,31.088995,0.029135162,308.611938,0,0,2026.87805,0.002560138,183.87561,21.4273548,0,0.014929469,0,307.460236,0.09976875,0,0,0
82800,1966.2428,1781.66248,74.1394806,30.1207275,0.041880235,307.257812,0,0,2002.62256,0.00328935,149.231644,19.1181431,0,0.018675337,0,306.536224,0.110485218,0,0,0
86400,1966.2428,1781.66248,74.1394806,28.2036266,0.064382345,306.19754,0,0,1973.31763,0.003600402,207.967438,19.007391,0,0.025134696,0,305.4086,0.129022717,0,0,0
