Solution Time,CoordinateX,CoordinateY,CoordinateZ,udm-3,Turbulent Energy Dissipation,Temperature,solar-heat-flux,X-component-velocity,incident-radiation,viscosity-eff,Y Plus,Pressure,Y-component-velocity,Turbulent Kinetic Energy,Z-component-velocity,,turb-intensity,udm-1,Magnitude Velocity,udm-2
3600,2000.23914,1721.31567,59.6257591,24.116127,0.003834178,297.334106,0,0,1808.60144,0.002432405,84.1266327,35.3854027,0,0.006183704,0,298.825592,0.064220801,0,0,0
7200,2000.23914,1721.31567,59.6257591,22.9916668,0.003173774,297.392029,0,0,1775.75525,0.002104012,107.570923,27.7417259,0,0.005402289,0,297.459503,0.060031556,0,0,0
10800,2000.23914,1721.31567,59.6257591,22.5183659,0.005594512,297.044342,0,0,1771.43555,0.002813224,98.5164566,39.3854408,0,0.00794271,0,297.278442,0.072759405,0,0,0
14400,2000.23914,1721.31567,59.6257591,21.0604248,0.006391076,296.694214,0,0,1760.20776,0.002633335,217.236862,16.6439304,0,0.00863074,0,296.806274,0.075556003,0,0,0
18000,2000.23914,1721.31567,59.6257591,21.5075455,0.005714949,296.502502,0,0,1753.05847,0.002842959,154.612839,15.0988083,0,0.008066418,0,296.504395,0.07330817,0,0,0
21600,2000.23914,1721.31567,59.6257591,21.4925938,0.006804914,296.384521,0,0,1748.52454,0.003002938,145.903976,25.8737488,0,0.009049663,0,296.312531,0.077682443,0,0,0
25200,2000.23914,1721.31567,59.6257591,21.7253914,0.00612063,296.39682,7.91491747,0,1748.47681,0.002864577,137.322464,33.5019341,0,0.008413334,0,296.310516,0.074787594,0,0,0
28800,2000.23914,1721.31567,59.6257591,22.5234394,0.011428729,297.147064,61.4456902,0,1761.24072,0.003406332,209.973343,22.9987545,0,0.012797163,0,296.849792,0.092368729,0,0,0
32400,2000.23914,1721.31567,59.6257591,25.3644695,0.001353129,299.244171,169.291306,0,1797.88513,0.001620524,144.109695,-4.01538992,0,0.003068719,0,298.381958,0.044963785,0,0,0
36000,2000.23914,1721.31567,59.6257591,28.4500446,0.000472006,302.880981,304.657379,0,1863.68872,0.002419361,92.2911682,-58.3880157,0,0.001516015,0,301.0755,0.031848747,0,0,0
39600,2000.23914,1721.31567,59.6257591,31.891922,0.005190268,307.780762,443.480194,0,1954.25806,0.004878663,130.96965,-88.6552734,0,0.007312687,0,304.668488,0.069147386,0,0,0
43200,2000.23914,1721.31567,59.6257591,32.3210526,0.035737597,312.288849,567.276855,0,2051.04834,0.007390564,416.788605,-69.8134537,0,0.027313648,0,308.372772,0.134572133,0,0,0
46800,2000.23914,1721.31567,59.6257591,34.5917091,0.030437166,317.737549,607.827576,0,2124.82568,0.007237727,441.470032,-88.6044464,0,0.024587045,0,311.109222,0.12802428,0,0,0
50400,2000.23914,1721.31567,59.6257591,37.9493561,0.036340807,322.544556,599.987183,0,2208.90869,0.00692393,459.181824,-81.7469101,0,0.027676366,0,314.142303,0.135896668,0,0,0
54000,2000.23914,1721.31567,59.6257591,38.0027275,0.084114187,324.456818,518.37439,0,2270.96704,0.010660118,651.779297,-85.2495956,0,0.048400354,0,316.325867,0.179646537,0,0,0
57600,2000.23914,1721.31567,59.6257591,37.238903,0.134060055,323.913483,187.140167,0,2268.60107,0.012224237,738.191956,-67.8262787,0,0.066033773,0,316.243439,0.209788829,0,0,0
61200,2000.23914,1721.31567,59.6257591,36.6381264,0.141790137,322.355499,8.16952515,0,2232.81714,0.012392159,712.52124,-69.7432861,0,0.068542808,0,314.988464,0.213732928,0,0,0
64800,2000.23914,1721.31567,59.6257591,35.5826797,0.16132009,320.037903,3.84547758,0,2202.4939,0.012925016,727.134155,-54.3098755,0,0.074690051,0,313.913513,0.223093197,0,0,0
68400,2000.23914,1721.31567,59.6257591,34.060791,0.166751564,317.731415,1.0737561,0,2161.07104,0.013669434,713.60675,-41.2633209,0,0.076353863,0,312.427124,0.225549921,0,0,0
72000,2000.23914,1721.31567,59.6257591,31.6866722,0.177981406,315.194824,0.059340999,0,2117.3418,0.01304519,746.061462,-11.1573019,0,0.079734214,0,310.834625,0.230481118,0,0,0
75600,2000.23914,1721.31567,59.6257591,30.250618,0.144517705,313.287903,0.000129651,0,2066.2959,0.012535309,672.520203,6.00503254,0,0.069398731,0,308.944061,0.215009779,0,0,0
79200,2000.23914,1721.31567,59.6257591,28.8297405,0.117696151,311.422272,0,0,2028.53174,0.011679377,628.342285,21.1963348,0,0.060522661,0,307.522797,0.200782046,0,0,0
82800,2000.23914,1721.31567,59.6257591,28.5835571,0.081953816,309.972687,0,0,1993.80298,0.011754917,474.397583,19.5967388,0,0.047536984,0,306.198059,0.177931488,0,0,0
86400,2000.23914,1721.31567,59.6257591,27.7559452,0.074241839,308.540222,0,0,1969.53076,0.011306785,463.975494,19.5724545,0,0.04449882,0,305.261932,0.172151953,0,0,0
