Solution Time,CoordinateX,CoordinateY,CoordinateZ,udm-3,Turbulent Energy Dissipation,Temperature,solar-heat-flux,X-component-velocity,incident-radiation,viscosity-eff,Y Plus,Pressure,Y-component-velocity,Turbulent Kinetic Energy,Z-component-velocity,,turb-intensity,udm-1,Magnitude Velocity,udm-2
3600,1997.31885,1753.67114,63.4171295,24.4212055,0.007819609,297.158966,0,0,1811.06641,0.001817895,60.4422264,34.6991425,0,0.0060199,0,298.927368,0.063223116,0,0,0
7200,1997.31885,1753.67114,63.4171295,23.1309261,0.001383617,297.538361,0,0,1770.04651,0.000768023,51.8310623,27.1649475,0,0.001855484,0,297.220154,0.035116486,0,0,0
10800,1997.31885,1753.67114,63.4171295,22.3614445,0.001744521,296.951538,0,0,1768.54211,0.00079329,57.1185036,38.5746117,0,0.00216473,0,297.156982,0.03806632,0,0,0
14400,1997.31885,1753.67114,63.4171295,22.4323444,0.000565642,296.874237,0,0,1753.17883,0.000463609,43.414753,15.8879099,0,0.000994517,0,296.509521,0.025629282,0,0,0
18000,1997.31885,1753.67114,63.4171295,21.7403584,0.000764044,296.541718,0,0,1748.14661,0.000485085,51.0848541,14.2896156,0,0.001214269,0,296.296509,0.028098112,0,0,0
21600,1997.31885,1753.67114,63.4171295,21.8613338,0.001476649,296.329926,0,0,1741.11914,0.000743063,52.6921234,24.9747143,0,0.001970584,0,295.998291,0.03559288,0,0,0
25200,1997.31885,1753.67114,63.4171295,22.4528141,0.000749333,296.521515,29.9678631,0,1741.33606,0.00058542,39.7460175,32.6081581,0,0.001240265,0,296.007507,0.02843908,0,0,0
28800,1997.31885,1753.67114,63.4171295,24.1121273,0.001308408,297.652679,112.727043,0,1758.72925,0.000846612,35.4207458,22.3669243,0,0.001820796,0,296.743927,0.034665771,0,0,0
32400,1997.31885,1753.67114,63.4171295,25.454195,0.001494734,299.711243,171.444839,0,1799.63623,0.000787815,54.3970604,-4.25073957,0,0.001978412,0,298.45459,0.036428563,0,0,0
36000,1997.31885,1753.67114,63.4171295,27.4155846,0.000638327,302.138641,163.097198,0,1853.97839,0.000564243,50.3559494,-58.2553978,0,0.001096046,0,300.682556,0.027475452,0,0,0
39600,1997.31885,1753.67114,63.4171295,30.0844536,0.001151737,304.090851,90.943985,0,1915.53479,0.000698194,54.6827545,-88.1480789,0,0.001678281,0,303.147919,0.033469092,0,0,0
43200,1997.31885,1753.67114,63.4171295,31.2554951,0.005486693,305.222107,19.0666046,0,1973.34644,0.001555183,82.7146988,-68.7477112,0,0.004669858,0,305.40976,0.055912454,0,0,0
46800,1997.31885,1753.67114,63.4171295,32.6627388,0.000638252,306.598816,20.352972,0,2021.90845,0.000786493,58.9759941,-87.6335602,0,0.001142095,0,307.271606,0.027815992,0,0,0
50400,1997.31885,1753.67114,63.4171295,33.4169464,0.002656671,307.546753,20.0071163,0,2064.44263,0.001182584,78.9970322,-80.6040573,0,0.002929062,0,308.875,0.044172775,0,0,0
54000,1997.31885,1753.67114,63.4171295,34.7887726,0.001985489,308.446167,17.1981449,0,2092.68481,0.00107029,57.7003479,-84.0602722,0,0.002410708,0,309.925995,0.039947357,0,0,0
57600,1997.31885,1753.67114,63.4171295,35.5263901,0.006087335,309.048065,12.8634453,0,2113.63672,0.00132582,90.9369202,-67.2381744,0,0.005065947,0,310.698822,0.058038268,0,0,0
61200,1997.31885,1753.67114,63.4171295,35.8627853,0.00610088,309.486969,8.1695261,0,2121.63257,0.001402456,91.627037,-69.1699753,0,0.005092347,0,310.992249,0.058271233,0,0,0
64800,1997.31885,1753.67114,63.4171295,35.3970947,0.008021554,309.359558,3.84547758,0,2118.27588,0.001611839,78.2944946,-53.9453316,0,0.006096247,0,310.869171,0.063715555,0,0,0
68400,1997.31885,1753.67114,63.4171295,34.9601097,0.009050939,309.282257,1.0737561,0,2099.82764,0.001626142,98.7318039,-41.6155281,0,0.006610805,0,310.190094,0.066309363,0,0,0
72000,1997.31885,1753.67114,63.4171295,33.8110619,0.015826801,308.513489,0.059340999,0,2081.90503,0.002186792,96.0212173,-11.7793379,0,0.009623459,0,309.526093,0.080133915,0,0,0
75600,1997.31885,1753.67114,63.4171295,32.0952415,0.010256321,307.985291,0.000129651,0,2047.71326,0.001927508,105.349556,5.37659407,0,0.007201141,0,308.247345,0.069191903,0,0,0
79200,1997.31885,1753.67114,63.4171295,31.1486664,0.053711116,306.946655,0,0,2020.52637,0.003472744,169.374405,20.5172653,0,0.02176615,0,307.219055,0.119944863,0,0,0
82800,1997.31885,1753.67114,63.4171295,30.2409744,0.030176248,305.675385,0,0,1986.59998,0.003603572,73.0454025,19.4183044,0,0.014608389,0,305.921204,0.098466575,0,0,0
86400,1997.31885,1753.67114,63.4171295,28.6893559,0.005145371,305.676025,0,0,1953.63452,0.001466754,84.8304901,19.3897305,0,0.004555682,0,304.644196,0.055131007,0,0,0
