_id,station_id,station_type,channel,startup,battery,rssi,temp,hum,wavg,wmax,wdir,rain,uvidx,light
664239069c2a000b6cd0efb9,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239109c2a000b6cd0efbd,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
6642391a9c2a000b6cd0efc0,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239259c2a000b6cd0efc3,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
6642392f9c2a000b6cd0efc6,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239399c2a000b6cd0efc9,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239439c2a000b6cd0efcd,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
6642394d9c2a000b6cd0efd1,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239589c2a000b6cd0efd5,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239629c2a000b6cd0efd8,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
6642396c9c2a000b6cd0efdb,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239769c2a000b6cd0efdf,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239809c2a000b6cd0efe2,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
6642398b9c2a000b6cd0efe5,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239959c2a000b6cd0efe8,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
6642399f9c2a000b6cd0efeb,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239a99c2a000b6cd0efee,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239b39c2a000b6cd0eff2,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239be9c2a000b6cd0eff6,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239c89c2a000b6cd0effa,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239d29c2a000b6cd0effe,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239dc9c2a000b6cd0f001,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239e69c2a000b6cd0f005,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239f09c2a000b6cd0f009,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
664239fb9c2a000b6cd0f00b,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423a059c2a000b6cd0f00f,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423a0f9c2a000b6cd0f012,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423a199c2a000b6cd0f015,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423a239c2a000b6cd0f018,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423a2e9c2a000b6cd0f01c,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423a389c2a000b6cd0f020,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423a429c2a000b6cd0f024,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423a4c9c2a000b6cd0f027,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423a569c2a000b6cd0f02b,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423a619c2a000b6cd0f02e,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423a6b9c2a000b6cd0f032,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423a759c2a000b6cd0f036,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423a7f9c2a000b6cd0f039,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423a899c2a000b6cd0f03d,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423a939c2a000b6cd0f041,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423a9e9c2a000b6cd0f045,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423aa89c2a000b6cd0f049,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423ab29c2a000b6cd0f04d,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423abc9c2a000b6cd0f050,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423ac69c2a000b6cd0f054,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423ad19c2a000b6cd0f058,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423adb9c2a000b6cd0f05c,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423ae59c2a000b6cd0f060,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423aef9c2a000b6cd0f064,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423af99c2a000b6cd0f068,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423b039c2a000b6cd0f06c,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423b0e9c2a000b6cd0f070,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423b189c2a000b6cd0f073,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423b229c2a000b6cd0f077,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423b2c9c2a000b6cd0f07b,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423b369c2a000b6cd0f07f,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423b419c2a000b6cd0f082,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423b4b9c2a000b6cd0f086,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423b559c2a000b6cd0f08a,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423b5f9c2a000b6cd0f08e,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423b699c2a000b6cd0f092,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423b739c2a000b6cd0f096,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423b7e9c2a000b6cd0f09a,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423b889c2a000b6cd0f09e,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423b929c2a000b6cd0f0a2,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423b9c9c2a000b6cd0f0a6,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423ba69c2a000b6cd0f0aa,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423bb19c2a000b6cd0f0ae,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423bbb9c2a000b6cd0f0b1,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423bc59c2a000b6cd0f0b5,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423bcf9c2a000b6cd0f0b8,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423bd99c2a000b6cd0f0bc,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423be39c2a000b6cd0f0c0,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423bee9c2a000b6cd0f0c3,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423bf89c2a000b6cd0f0c7,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423c029c2a000b6cd0f0cb,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423c0c9c2a000b6cd0f0ce,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423c169c2a000b6cd0f0d1,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423c219c2a000b6cd0f0d5,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423c2b9c2a000b6cd0f0d9,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423c359c2a000b6cd0f0dc,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423c3f9c2a000b6cd0f0e0,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423c499c2a000b6cd0f0e4,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423c539c2a000b6cd0f0e7,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423c5e9c2a000b6cd0f0eb,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423c689c2a000b6cd0f0ee,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423c729c2a000b6cd0f0f2,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423c7c9c2a000b6cd0f0f6,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423c869c2a000b6cd0f0fa,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423c919c2a000b6cd0f0fe,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423c9b9c2a000b6cd0f102,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423ca59c2a000b6cd0f105,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423caf9c2a000b6cd0f109,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423cb99c2a000b6cd0f10c,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423cc49c2a000b6cd0f110,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423cce9c2a000b6cd0f114,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423cd89c2a000b6cd0f117,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423ce29c2a000b6cd0f11a,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423cec9c2a000b6cd0f11e,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423cf69c2a000b6cd0f121,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423d019c2a000b6cd0f125,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423d0b9c2a000b6cd0f129,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423d1f9c2a000b6cd0f12f,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423d299c2a000b6cd0f132,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423d349c2a000b6cd0f135,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423d3e9c2a000b6cd0f139,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423d489c2a000b6cd0f13c,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423d529c2a000b6cd0f13f,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423d5c9c2a000b6cd0f142,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423d679c2a000b6cd0f146,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423d719c2a000b6cd0f149,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423d7b9c2a000b6cd0f14c,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423d859c2a000b6cd0f14f,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423d8f9c2a000b6cd0f152,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423d9a9c2a000b6cd0f156,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423da49c2a000b6cd0f15a,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423dae9c2a000b6cd0f15d,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423db89c2a000b6cd0f160,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423dc29c2a000b6cd0f164,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423dcd9c2a000b6cd0f167,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423dd79c2a000b6cd0f16b,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423de19c2a000b6cd0f16e,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423deb9c2a000b6cd0f172,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423df59c2a000b6cd0f176,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423dff9c2a000b6cd0f17a,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423e0a9c2a000b6cd0f17e,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423e149c2a000b6cd0f182,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423e1e9c2a000b6cd0f186,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423e289c2a000b6cd0f189,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423e329c2a000b6cd0f18c,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423e3d9c2a000b6cd0f18f,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423e479c2a000b6cd0f193,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423e519c2a000b6cd0f196,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423e5b9c2a000b6cd0f199,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423e659c2a000b6cd0f19d,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423e709c2a000b6cd0f1a1,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423e7a9c2a000b6cd0f1a4,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423e849c2a000b6cd0f1a7,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423e8e9c2a000b6cd0f1aa,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423e989c2a000b6cd0f1ae,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423ea39c2a000b6cd0f1b2,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423ead9c2a000b6cd0f1b6,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423eb79c2a000b6cd0f1ba,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423ec19c2a000b6cd0f1be,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423ecb9c2a000b6cd0f1c2,cws_010,1,0,1,1,6473.1,23.6,51,12.0,15.0,11.2,0.0,4.4,0.0
66423ed59c2a000b6cd0f1c6,cws_010,1,0,0,1,6476.1,23.6,51,0.0,0.0,6.8,0.8,4.4,0.0
66423ee09c2a000b6cd0f1ca,cws_010,1,0,0,1,6476.1,23.6,51,0.0,0.0,6.8,0.8,4.4,0.0
66423eea9c2a000b6cd0f1cd,cws_010,1,0,0,1,6476.1,23.6,51,0.0,0.0,6.8,0.8,4.4,0.0
66423ef49c2a000b6cd0f1d1,cws_010,1,0,0,1,6476.1,23.6,51,0.0,0.0,6.8,0.8,4.4,0.0
66423efe9c2a000b6cd0f1d4,cws_010,1,0,0,1,6476.1,23.6,51,0.0,0.0,6.8,0.8,4.4,0.0
66423f089c2a000b6cd0f1d7,cws_010,1,0,0,1,6476.1,23.6,51,0.0,0.0,6.8,0.8,4.4,0.0
66423f139c2a000b6cd0f1db,cws_010,1,0,0,1,6476.1,23.6,51,0.0,0.0,6.8,0.8,4.4,0.0
66423f1d9c2a000b6cd0f1de,cws_010,1,0,0,1,6476.1,23.6,51,0.0,0.0,6.8,0.8,4.4,0.0
66423f279c2a000b6cd0f1e2,cws_010,1,0,0,1,6476.1,23.6,51,0.0,0.0,6.8,0.8,4.4,0.0
66423f319c2a000b6cd0f1e6,cws_010,1,0,0,1,6476.1,23.6,51,0.0,0.0,6.8,0.8,4.4,0.0
66423f3b9c2a000b6cd0f1ea,cws_010,1,0,0,1,6476.1,23.6,51,0.0,0.0,6.8,0.8,4.4,0.0
66423f459c2a000b6cd0f1ed,cws_010,1,0,0,1,6476.1,23.6,51,0.0,0.0,6.8,0.8,4.4,0.0
66423f509c2a000b6cd0f1f1,cws_010,1,0,0,1,6476.1,23.6,51,0.0,0.0,6.8,0.8,4.4,0.0
