time,station_id,battery_volt,rssi,temperature,hummidity,wind_max,wind_average,wind_direction,rain,station_name
2024-06-08 04:31:52,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:32:52,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:33:52,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:34:52,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:35:52,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:36:52,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:37:52,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:38:52,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:39:52,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:40:52,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:41:52,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:42:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:43:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:44:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:45:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:46:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:47:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:48:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:49:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:50:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:51:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:52:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:53:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:54:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:55:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:56:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:57:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:58:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 04:59:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:00:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:01:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:02:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:03:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:04:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:05:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:06:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
2024-06-08 05:07:53,1970559302,1,-101.5,24.5,40,7.0,7.0,338,0.0,cws-009
