[Name]
y-component
[Data]
time,velocity
0,0.16700772115207854
3600,0.16700772115207854
7200,0.16700772115207854
10800,0.06650391675776893
14400,-0.07142084552072661
18000,-0.1941779650911671
21600,-0.7240285372965511
25200,0.1193900670383892
28800,-0.44444444444444425
32400,0.340129886109765
36000,-0.12066345467123164
39600,1.359461680554975
43200,2.542696846963935
46800,3.0728081707404282
50400,2.7222185653854343
54000,2.7222185653854343
57600,2.475670171853926
61200,1.7293209823878717
64800,2.288370294061937
68400,2.0870406885365873
72000,0.8056069218103556
75600,0.15450849718747361
79200,-0.08420348429894313
82800,-0.24886663162868103
86400,-0.24886663162868103
