[Name]
x-component
[Data]
time,velocity
0,-1.2877553535649824
3600,0.8352823295874742
7200,-0.07597549720624762
10800,0.1573727451114055
14400,0.3017936596262921
18000,0.013541038156127507
21600,0.942275662396029
25200,1.528143211597123
28800,0.992546151641322
32400,1.299038105676658
36000,1.4961056434554036
39600,1.7752904164182195
43200,1.844969943715227
46800,2.3449736229813665
50400,2.1816432911085166
54000,1.5031544550372318
57600,2.9522656304572825
61200,2.3249892224896773
64800,2.75180314937685
68400,2.1225578555005975
72000,1.3875179700450002
75600,0.9510565162951535
79200,0.19397078755052136
82800,-0.42858365035105606
86400,-0.42858365035105606
