[Name]
x-component
[Data]
time,velocity
0,-0.12186934340514723
3600,-1.1898992227206961
7200,-0.5607576999942585
10800,-0.4465262982307341
14400,-1.3880428153042996
18000,-1.3047602463860417
21600,-1.012946337075731
25200,-1.509419160445544
28800,0.7992393353730807
32400,0.059135258301459964
36000,-1.5785512285209289
39600,-1.0432041665240317
43200,-0.9334132513910431
46800,-0.26132115816913354
50400,-0.674853163031596
54000,0.08337101990041898
57600,0.6787253182101789
61200,0.45625065485008304
64800,0.4793519538298341
68400,0.3811670643048823
72000,0.5278933557493859
75600,0.02423945338511599
79200,-0.7110565179362852
82800,-0.3811670643048829
86400,-0.3811670643048829
