[Name]
airtemp-K
[Data]
time,temperature
0,294.45
3600,294.54999999999995
7200,293.54999999999995
10800,293.04999999999995
14400,291.95
18000,291.95
21600,291.45
25200,292.65
28800,293.84999999999997
32400,294.84999999999997
36000,296.45
39600,298.25
43200,299.04999999999995
46800,299.25
50400,299.25
54000,299.34999999999997
57600,299.15
61200,299.45
64800,298.34999999999997
68400,297.65
72000,296.04999999999995
75600,295.45
79200,295.15
82800,294.95
86400,294.95
