Datetime,Ux (m/s),Uy (m/s)
2024-07-20 00:00:00,1.3662997104742418,0.8537588145979411
2024-07-20 01:00:00,1.3807572801786605,0.5860966927339106
2024-07-20 02:00:00,0.7986355100472927,-0.6018150231520484
2024-07-20 03:00:00,0.8802382833258404,-0.12370942307561365
2024-07-20 04:00:00,1.4047581090515984,-0.947521308658765
2024-07-20 05:00:00,1.471823237313079,-0.6552979249554559
2024-07-20 06:00:00,1.5479520254499624,-0.6891926452117726
2024-07-20 07:00:00,1.4601625457812695,-0.6808849772489044
2024-07-20 08:00:00,1.3055555555555556,7.994222161100778e-17
2024-07-20 09:00:00,1.4917828430524098,0.15679269490148018
2024-07-20 10:00:00,1.2592176209478068,1.1338046385525096
2024-07-20 11:00:00,1.0106890328748175,2.072219606745302
2024-07-20 12:00:00,1.1846051665525204,3.08600196536575
2024-07-20 13:00:00,0.6270628637972484,3.5562502192107512
2024-07-20 14:00:00,0.3893048469886655,3.170633539965334
2024-07-20 15:00:00,1.5478588917051286,3.476547991584342
2024-07-20 16:00:00,0.34552464246807674,3.2874473763562366
2024-07-20 17:00:00,1.5555555555555551,2.6943012562182536
2024-07-20 18:00:00,1.7844600242032542,2.548473026676863
2024-07-20 19:00:00,1.4278380175172465,2.2850184813103698
2024-07-20 20:00:00,1.6069690242163481,1.915111107797445
2024-07-20 21:00:00,2.0518534406537836,1.9133842879531207
2024-07-20 22:00:00,1.6172049354733982,1.3569960648938053
2024-07-20 23:00:00,0.7431448254773942,0.6691306063588582
