[Name]
airtemp-K
[Data]
time,temperature
0,298.15
3600,298.15
7200,296.45
10800,295.95
14400,295.75
18000,296.34999999999997
21600,296.65
25200,297.25
28800,299.75
32400,301.65
36000,302.34999999999997
39600,303.54999999999995
43200,304.04999999999995
46800,303.84999999999997
50400,304.15
54000,303.45
57600,303.34999999999997
61200,303.54999999999995
64800,302.75
68400,301.65
72000,300.25
75600,299.25
79200,298.95
82800,298.34999999999997
86400,298.34999999999997
