[Name]
y-component
[Data]
time,velocity
0,0.08370776849295027
3600,0.08370776849295027
7200,0.08370776849295027
10800,-1.89528163930591
14400,-1.7807734957187458
18000,-2.3479853606930683
21600,-0.7353734288612029
25200,-1.2586407820996746
28800,-0.49773326325736145
32400,-1.1527777777777775
36000,-0.477022488441362
39600,-0.8927157615276257
43200,-1.2156079552999628
46800,2.8334141328764266
50400,3.298914152598281
54000,3.098421820465039
57600,2.934863868380597
61200,3.109215906281631
64800,2.72103908887812
68400,1.6401475724762675
72000,1.7049959001562465
75600,1.056253262111411
79200,0.2520333047870383
82800,-0.13083989060736076
86400,-0.13083989060736076
