[Name]
y-component
[Data]
time,velocity
0,-0.41042417199080244
3600,-0.41042417199080244
7200,-0.41042417199080244
10800,-0.26191223077008985
14400,-0.047799419873403866
18000,-0.11028290573792467
21600,-0.5887991824813387
25200,-1.1102610321080046
28800,0.12186934340514749
32400,0.7500000000000002
36000,0.7954934813872039
39600,1.5984786707461613
43200,3.3284138855027003
46800,3.6109427230983533
50400,3.935788682127281
54000,3.915851233363263
57600,3.396193111002474
61200,2.8711225798271425
64800,3.165587405934405
68400,2.921450257465088
72000,1.841298537053481
75600,0.30901699437494745
79200,-0.013563758783579924
82800,-0.2575190374550272
86400,-0.2575190374550272
