[Name]
x-component
[Data]
time,velocity
0,1.0785528555590005
3600,1.0785528555590005
7200,1.0785528555590005
10800,1.295824142420615
14400,1.2549805474750275
18000,1.4815325108927067
21600,1.563254225666883
25200,1.3047602463860417
28800,1.5710615313492784
32400,1.4937962101353797
36000,1.160588739711807
39600,1.3448216400429192
43200,1.3877414796187568
46800,1.1447865054919313
50400,0.8927157615276258
54000,0.4600444170624385
57600,0.46930339512069263
61200,2.0817396642275585
64800,1.2303687345073515
68400,0.9696192404926741
72000,0.2783462019201309
75600,0.8927605690090823
79200,-0.3594708959757232
82800,0.6851051878637494
86400,0.6851051878637494
