[Name]
humidity
[Data]
time,humidity
0,67.0
3600,70.0
7200,87.0
10800,96.0
14400,99.0
18000,95.0
21600,98.0
25200,97.0
28800,80.0
32400,71.0
36000,59.0
39600,44.0
43200,33.0
46800,31.0
50400,47.0
54000,41.0
57600,38.0
61200,42.0
64800,47.0
68400,45.0
72000,48.0
75600,51.0
79200,56.0
82800,61.0
86400,61.0
