Datetime,Ux (m/s),Uy (m/s)
2024-04-01 00:00:00,1.9837955327702512,-0.722042524798634
2024-04-01 01:00:00,1.3880076306007914,-0.9718934060392725
2024-04-01 02:00:00,2.064978268215812,-0.43892468061526974
2024-04-01 03:00:00,1.7387313898546093,-0.7380476871464061
2024-04-01 04:00:00,1.3356716446720116,-0.9009219000362029
2024-04-01 05:00:00,1.6728265158971458,-1.8578620636934853
2024-04-01 06:00:00,2.1941102199265257,-0.03829833634848319
2024-04-01 07:00:00,2.509961094950055,-0.7197197624110531
2024-04-01 08:00:00,1.8886012019620724,0.03296565660375791
2024-04-01 09:00:00,3.142123062698557,-1.269500122131702
2024-04-01 10:00:00,2.803846486914685,0.09791247685979469
2024-04-01 11:00:00,3.90215852751891,-1.8196064047168998
2024-04-01 12:00:00,2.9416133463089853,-1.0128787027555983
2024-04-01 13:00:00,3.7685201504887536,-0.5296309675424709
2024-04-01 14:00:00,4.37819777614034,-0.3061534125436612
2024-04-01 15:00:00,4.322211804886914,-0.7621225575381941
2024-04-01 16:00:00,4.8702851906707565,-0.42609474232188477
2024-04-01 17:00:00,3.6061622088359613,0.18899095309951988
2024-04-01 18:00:00,3.1260947035953612,4.148467788301215
2024-04-01 19:00:00,4.28196927172451,0.45005310573573015
2024-04-01 20:00:00,2.2448212607663365,0.8170481201668756
2024-04-01 21:00:00,1.886300232314195,0.09885680623667194
2024-04-01 22:00:00,1.6879965717665686,-0.14768056410019864
2024-04-01 23:00:00,1.707186317054322,-0.5878313899920884
