[Name]
x-component
[Data]
time,velocity
0,1.1883216824898843
3600,1.1883216824898843
7200,1.1883216824898843
10800,0.18271800959725992
14400,-0.085116049235442
18000,-0.010176435936127914
21600,0.3531323126912011
25200,0.2812653718882457
28800,0.7698003589195012
32400,-0.1885370745402421
36000,2.3023958717952677
39600,-0.6339273926110488
43200,-1.1856790121058505
46800,0.4866850023473849
50400,0.6787253182101789
54000,0.6787253182101789
57600,0.3479327524001636
61200,1.2108835878522084
64800,0.2809765417396456
68400,0.6781206265450235
72000,-0.3756606771028438
75600,-0.4755282581475768
79200,0.8011426379355534
82800,-0.6483197406230566
86400,-0.6483197406230566
