[Name]
y-component
[Data]
time,velocity
0,0.46887735418712845
3600,0.46887735418712845
7200,0.46887735418712845
10800,-0.12370942307561365
14400,-0.947521308658765
18000,-0.6552979249554559
21600,-0.6891926452117726
25200,-0.6808849772489044
28800,7.994222161100778e-17
32400,0.15679269490148018
36000,1.1338046385525096
39600,2.072219606745302
43200,3.08600196536575
46800,3.5562502192107512
50400,3.170633539965334
54000,3.476547991584342
57600,3.2874473763562366
61200,2.6943012562182536
64800,2.548473026676863
68400,2.2850184813103698
72000,1.915111107797445
75600,1.9133842879531207
79200,1.3569960648938053
82800,0.6691306063588582
86400,0.6691306063588582
