[Name]
airtemp-K
[Data]
time,temperature
0,286.04999999999995
3600,286.84999999999997
7200,285.75
10800,287.15
14400,287.45
18000,287.45
21600,287.15
25200,287.45
28800,287.45
32400,287.25
36000,286.45
39600,286.65
43200,287.25
46800,287.15
50400,287.04999999999995
54000,288.15
57600,287.75
61200,287.54999999999995
64800,286.95
68400,286.65
72000,286.54999999999995
75600,286.34999999999997
79200,286.34999999999997
82800,286.34999999999997
86400,286.34999999999997
