[Name]
x-component
[Data]
time,velocity
0,0.5595859095364143
3600,0.5891460374154429
7200,1.801157312969127
10800,1.2549805474750275
14400,1.2966394812461135
18000,1.7492394142787917
21600,0.2582667155082053
25200,0.07447570985870128
28800,0.7982789388435435
32400,1.2639133675667324
36000,1.185419638208817
39600,0.34729635533386055
43200,-0.544639035015027
46800,2.602633476389989
50400,-0.45192178789400095
54000,-0.7309292618068429
57600,0.623735072453278
61200,-0.32519966349936613
64800,-3.605714989981951
68400,-2.085119830145291
72000,-0.8746197071393956
75600,-0.4035471108795973
79200,-0.6241625321521993
82800,0.14450038273171553
86400,0.14450038273171553
