[Name]
airtemp-K
[Data]
time,temperature
0,300.65
3600,299.84999999999997
7200,299.04999999999995
10800,298.75
14400,298.45
18000,298.25
21600,297.65
25200,300.04999999999995
28800,301.84999999999997
32400,304.95
36000,306.65
39600,308.45
43200,309.25
46800,309.75
50400,310.04999999999995
54000,310.04999999999995
57600,309.25
61200,309.04999999999995
64800,307.65
68400,306.45
72000,304.95
75600,303.15
79200,301.65
82800,301.15
86400,301.15
