[Name]
y-component
[Data]
time,velocity
0,-0.7071067811865475
3600,-0.07747177133125177
7200,-1.1306442771630172
10800,-1.1147172382160913
14400,-1.0777488443215542
18000,-1.0984924882300313
21600,-1.1648202332575333
25200,-1.9552219994717601
28800,-1.5391536883141457
32400,-0.6527777777777783
36000,-0.43855755708410565
39600,1.5972710200945857
43200,-0.1879549431438939
46800,0.8575376106191436
50400,0.9240953696766852
54000,0.6552979249554551
57600,0.81695855252254
61200,0.6976315752707976
64800,0.20741310110216635
68400,0.5493875678281238
72000,0.9743700647852351
75600,0.7977159442640427
79200,0.028113483454792695
82800,-0.06213254483008296
86400,-0.06213254483008296
