Datetime,Ux (m/s),Uy (m/s)
2024-05-24 00:00:00,-2.1098250792625355,-0.07367671526083494
2024-05-24 01:00:00,-0.2659752596125697,-1.8925123091505567
2024-05-24 02:00:00,-0.8555555555555558,-1.4818656909200394
2024-05-24 03:00:00,-1.2225145692776984,-0.8882088256864041
2024-05-24 04:00:00,-0.9270955575556957,-0.9270955575556961
2024-05-24 05:00:00,-0.9900072490981867,-0.5044338885994967
2024-05-24 06:00:00,-1.0949310192620816,-0.7110565179362852
2024-05-24 07:00:00,-0.7577759556249982,-0.8126152240213007
2024-05-24 08:00:00,-1.2866905439650826,-0.9695908706338554
2024-05-24 09:00:00,-1.9708920114940924,-0.7565545601511904
2024-05-24 10:00:00,-2.305555555555556,-4.235236847051263e-16
2024-05-24 11:00:00,-2.9234881535561588,1.0640626681243035
2024-05-24 12:00:00,-2.853169548885461,0.9270509831248417
2024-05-24 13:00:00,-3.264858681411705,0.5171028149940958
2024-05-24 14:00:00,-3.042779932245567,1.2915834525062095
2024-05-24 15:00:00,-2.9416133463089857,1.0128787027555972
2024-05-24 16:00:00,-3.1457791620470847,1.534299013761771
2024-05-24 17:00:00,-3.204257395086574,1.1033143012159186
2024-05-24 18:00:00,-3.6938817626611122,0.06447694600440712
2024-05-24 19:00:00,-2.8673555491860414,0.3520669920593155
2024-05-24 20:00:00,-3.4952033716410082,0.1831758468503038
2024-05-24 21:00:00,-2.3874336423233955,-0.08337101990041848
2024-05-24 22:00:00,-2.2845058059116954,-0.6984435168376497
2024-05-24 23:00:00,-1.6851621004851296,-0.1771176738701904
