[Name]
airtemp-K
[Data]
time,temperature
0,282.84999999999997
3600,282.04999999999995
7200,281.54999999999995
10800,280.75
14400,280.34999999999997
18000,280.54999999999995
21600,279.95
25200,280.65
28800,282.15
32400,283.75
36000,285.25
39600,285.75
43200,286.54999999999995
46800,288.45
50400,287.25
54000,288.15
57600,287.75
61200,287.25
64800,286.15
68400,285.95
72000,285.15
75600,284.25
79200,284.34999999999997
82800,283.34999999999997
86400,283.34999999999997
