[Name]
windspeed
[Data]
time,windspeed
0,1.2
3600,1.2
7200,1.2
10800,1.3055555555555556
14400,1.3888888888888888
18000,2.0
21600,0.6111111111111112
25200,0.6111111111111112
28800,1.8888888888888888
32400,1.8888888888888888
36000,2.611111111111111
39600,2.0
43200,1.0
46800,2.694444444444444
50400,2.888888888888889
54000,2.5
57600,3.0
61200,3.1111111111111107
64800,3.888888888888889
68400,2.111111111111111
72000,1.0
75600,0.888888888888889
79200,0.6944444444444444
82800,0.19444444444444442
86400,0.19444444444444442
