[Name]
humidity
[Data]
time,humidity
0,55.0
3600,55.0
7200,76.0
10800,86.0
14400,79.0
18000,71.0
21600,75.0
25200,68.0
28800,66.0
32400,59.0
36000,56.0
39600,50.0
43200,44.0
46800,38.0
50400,34.0
54000,33.0
57600,31.0
61200,30.0
64800,49.0
68400,54.0
72000,62.0
75600,60.0
79200,60.0
82800,56.0
86400,56.0
