[Name]
airtemp-K
[Data]
time,temperature
0,285.65
3600,286.45
7200,288.45
10800,286.45
14400,286.54999999999995
18000,286.75
21600,285.75
25200,285.84999999999997
28800,286.65
32400,289.34999999999997
36000,290.84999999999997
39600,291.25
43200,291.54999999999995
46800,291.75
50400,290.75
54000,290.65
57600,290.54999999999995
61200,288.65
64800,287.34999999999997
68400,287.04999999999995
72000,286.75
75600,286.75
79200,286.54999999999995
82800,286.04999999999995
86400,286.04999999999995
