[Name]
airtemp-K
[Data]
time,temperature
0,285.95
3600,285.34999999999997
7200,283.15
10800,281.95
14400,282.15
18000,282.75
21600,281.84999999999997
25200,282.65
28800,283.25
32400,284.95
36000,286.65
39600,287.95
43200,290.04999999999995
46800,291.34999999999997
50400,292.15
54000,292.54999999999995
57600,292.65
61200,292.54999999999995
64800,289.54999999999995
68400,287.84999999999997
72000,286.84999999999997
75600,286.45
79200,285.75
82800,285.95
86400,285.95
