[Name]
airtemp-K
[Data]
time,temperature
0,292.34999999999997
3600,292.04999999999995
7200,290.15
10800,289.54999999999995
14400,289.65
18000,289.45
21600,289.54999999999995
25200,290.15
28800,292.15
32400,293.65
36000,295.15
39600,295.95
43200,296.84999999999997
46800,297.15
50400,297.75
54000,298.04999999999995
57600,298.04999999999995
61200,297.45
64800,297.25
68400,296.45
72000,295.15
75600,293.95
79200,293.34999999999997
82800,292.84999999999997
86400,292.84999999999997
