Datetime,U (m/s)
2024-03-24 00:00:00,1.0
2024-03-24 01:00:00,1.1944444444444444
2024-03-24 02:00:00,1.1944444444444444
2024-03-24 03:00:00,1.3055555555555556
2024-03-24 04:00:00,1.3888888888888888
2024-03-24 05:00:00,1.3055555555555556
2024-03-24 06:00:00,1.1944444444444444
2024-03-24 07:00:00,2.0
2024-03-24 08:00:00,1.1944444444444444
2024-03-24 09:00:00,1.6944444444444442
2024-03-24 10:00:00,2.1944444444444446
2024-03-24 11:00:00,1.6944444444444442
2024-03-24 12:00:00,2.388888888888889
2024-03-24 13:00:00,2.5
2024-03-24 14:00:00,3.0
2024-03-24 15:00:00,2.388888888888889
2024-03-24 16:00:00,2.8055555555555554
2024-03-24 17:00:00,2.1944444444444446
2024-03-24 18:00:00,2.305555555555556
2024-03-24 19:00:00,1.6944444444444442
2024-03-24 20:00:00,1.8055555555555556
2024-03-24 21:00:00,1.3888888888888888
2024-03-24 22:00:00,1.3055555555555556
2024-03-24 23:00:00,1.6944444444444442
