Datetime,U (m/s)
2024-06-08 00:00:00,3.8055555555555554
2024-06-08 01:00:00,2.8055555555555554
2024-06-08 02:00:00,2.5
2024-06-08 03:00:00,2.388888888888889
2024-06-08 04:00:00,2.694444444444444
2024-06-08 05:00:00,2.5
2024-06-08 06:00:00,2.1944444444444446
2024-06-08 07:00:00,2.305555555555556
2024-06-08 08:00:00,4.5
2024-06-08 09:00:00,4.694444444444444
2024-06-08 10:00:00,4.5
2024-06-08 11:00:00,6.111111111111111
2024-06-08 12:00:00,6.305555555555555
2024-06-08 13:00:00,6.194444444444445
2024-06-08 14:00:00,5.694444444444445
2024-06-08 15:00:00,5.5
2024-06-08 16:00:00,5.388888888888888
2024-06-08 17:00:00,5.388888888888888
2024-06-08 18:00:00,5.305555555555556
2024-06-08 19:00:00,4.388888888888889
2024-06-08 20:00:00,5.111111111111111
2024-06-08 21:00:00,3.3888888888888884
2024-06-08 22:00:00,3.8055555555555554
2024-06-08 23:00:00,4.111111111111112
