Datetime,U (m/s)
2024-07-31 00:00:00,1.3888888888888888
2024-07-31 01:00:00,0.888888888888889
2024-07-31 02:00:00,0.19444444444444442
2024-07-31 03:00:00,0.3055555555555556
2024-07-31 04:00:00,0.3055555555555556
2024-07-31 05:00:00,0.11111111111111112
2024-07-31 06:00:00,1.1111111111111112
2024-07-31 07:00:00,1.8888888888888888
2024-07-31 08:00:00,1.0
2024-07-31 09:00:00,1.5
2024-07-31 10:00:00,1.6944444444444442
2024-07-31 11:00:00,2.388888888888889
2024-07-31 12:00:00,3.8055555555555554
2024-07-31 13:00:00,4.305555555555555
2024-07-31 14:00:00,4.5
2024-07-31 15:00:00,4.194444444444445
2024-07-31 16:00:00,4.5
2024-07-31 17:00:00,3.6944444444444446
2024-07-31 18:00:00,4.194444444444445
2024-07-31 19:00:00,3.611111111111111
2024-07-31 20:00:00,2.305555555555556
2024-07-31 21:00:00,1.0
2024-07-31 22:00:00,0.19444444444444442
2024-07-31 23:00:00,0.5
