[Name]
GlobalSolarIrrad
[Data]
time,irradiation
0,0.0
3600,0.0
7200,0.0
10800,0.0
14400,0.0
18000,0.0
21600,0.0
25200,35.0
28800,185.0
32400,374.0
36000,565.0
39600,729.0
43200,845.0
46800,909.0
50400,930.0
54000,879.0
57600,794.0
61200,635.0
64800,455.0
68400,264.0
72000,90.0
75600,0.0
79200,0.0
82800,0.0
86400,0.0
