Datetime,U (m/s)
2024-03-17 00:00:00,0.888888888888889
2024-03-17 01:00:00,0.38888888888888884
2024-03-17 02:00:00,2.305555555555556
2024-03-17 03:00:00,1.1944444444444444
2024-03-17 04:00:00,1.3055555555555556
2024-03-17 05:00:00,0.6111111111111112
2024-03-17 06:00:00,1.0
2024-03-17 07:00:00,1.3888888888888888
2024-03-17 08:00:00,0.888888888888889
2024-03-17 09:00:00,1.8055555555555556
2024-03-17 10:00:00,2.5
2024-03-17 11:00:00,2.5
2024-03-17 12:00:00,2.305555555555556
2024-03-17 13:00:00,2.111111111111111
2024-03-17 14:00:00,2.305555555555556
2024-03-17 15:00:00,2.0
2024-03-17 16:00:00,1.8888888888888888
2024-03-17 17:00:00,2.1944444444444446
2024-03-17 18:00:00,1.8888888888888888
2024-03-17 19:00:00,1.5
2024-03-17 20:00:00,1.0
2024-03-17 21:00:00,0.6944444444444444
2024-03-17 22:00:00,1.1944444444444444
2024-03-17 23:00:00,0.6944444444444444
