[Name]
y-component
[Data]
time,velocity
0,-0.5794681724950246
3600,-0.5493875678281236
7200,0.12594918870467056
10800,-0.35985988120552653
14400,-0.49773326325736145
18000,-0.969619240492674
21600,-0.5538547587446194
25200,-0.6065559815585857
28800,-1.7119147088470055
32400,-1.4037180036795223
36000,-2.3265170353807383
39600,-1.969615506024416
43200,0.838670567945424
46800,0.697373538192903
50400,2.8533218728303975
54000,2.3907618899075884
57600,2.934442802201417
61200,3.0940681189235164
64800,1.4568034188396577
68400,0.33025053730715365
72000,0.4848096202463373
75600,0.7920057992785492
79200,0.30442440749241484
82800,0.1301087290142224
86400,0.1301087290142224
