Solution Time,CoordinateX,CoordinateY,CoordinateZ,udm-3,Turbulent Energy Dissipation,Temperature,solar-heat-flux,X-component-velocity,incident-radiation,viscosity-eff,Y Plus,Pressure,Y-component-velocity,Turbulent Kinetic Energy,Z-component-velocity,,turb-intensity,udm-1,Magnitude Velocity,udm-2
3600,1905.38135,1798.0437,67.5320282,22.7108879,0.000918344,295.138092,0,-0.184841603,1807.86731,0.067020364,0,34.6626434,0.136715829,0.024243316,-0.24109529,298.795258,0.126900375,0,0.340566665,0
7200,1905.38135,1798.0437,67.5320282,21.2781563,0.000955489,294.105011,0,-0.128126562,1766.55859,0.06460686,0,26.7764015,0.063128553,0.024475401,-0.30986774,297.073639,0.127468467,0,0.345357299,0
10800,1905.38135,1798.0437,67.5320282,20.8745899,0.00089682,293.520325,0,-0.14103435,1759.46252,0.051730175,0,38.2940331,0.110607058,0.021896796,-0.257354409,296.774841,0.120459765,0,0.321975231,0
14400,1905.38135,1798.0437,67.5320282,19.8826962,0.000963881,292.812408,0,-0.126341,1746.24011,0.090090118,0,15.2658587,0.038438026,0.025773941,-0.365907043,296.215668,0.130968004,0,0.390292346,0
18000,1905.38135,1798.0437,67.5320282,21.148674,0.000704227,293.684479,0,-0.083042756,1741.31409,0.038705245,0,13.6346807,0.14492093,0.017402573,-0.114999078,296.006561,0.10673748,0,0.218873098,0
21600,1905.38135,1798.0437,67.5320282,21.0698299,0.000648938,293.915192,0,-0.125238806,1736.61597,0.056280159,0,24.4498787,0.170449466,0.019019799,-0.102901466,295.806732,0.112415083,0,0.242803931,0
25200,1905.38135,1798.0437,67.5320282,20.9238224,0.000830996,293.931946,0,-0.153377369,1736.57202,0.041601945,0,31.8627472,0.176408157,0.018652437,-0.110489666,295.80484,0.110484861,0,0.274660885,0
28800,1905.38135,1798.0437,67.5320282,23.2374363,0.000618675,297.400421,0,-0.017446837,1749.00415,0.053242106,0,21.9972534,0.208125174,0.016653528,-0.213882685,296.332825,0.105234362,0,0.301390648,0
32400,1905.38135,1798.0437,67.5320282,24.9212532,5.47E-04,299.097321,0,-0.168831736,1774.59155,0.029888297,0,-4.25332022,0.193931326,0.011959212,-0.026132859,297.410767,0.088606268,0,0.261678636,0
36000,1905.38135,1798.0437,67.5320282,25.485857,9.76E-04,299.579681,0,-0.020377068,1802.67737,0.032155938,0,-57.7685394,0.285327882,0.015917167,-0.182944134,298.580566,0.10255383,0,0.344328165,0
39600,1905.38135,1798.0437,67.5320282,27.1879539,5.01E-04,301.392456,0,0.100794606,1832.20361,0.024457071,0,-87.117424,0.282458603,0.009723942,-0.208669588,299.795746,0.080461599,0,0.369947702,0
43200,1905.38135,1798.0437,67.5320282,27.9342842,1.62E-03,301.177643,0,-0.041909095,1872.50061,0.046478026,0,-68.5861664,0.194341406,0.023842812,-0.248506874,301.430725,0.125510499,0,0.33132565,0
46800,1905.38135,1798.0437,67.5320282,29.3025417,0.000714454,301.925385,0,-0.082737915,1919.34277,0.038731653,0,-86.9136124,-0.069454372,0.016874259,-0.326638848,303.298401,0.103992291,0,0.351273417,0
50400,1905.38135,1798.0437,67.5320282,30.3078346,0.002982572,302.550995,0,0.241188198,1973.06836,0.108414285,0,-79.7700348,0.374422699,0.046499457,-0.24691169,305.398926,0.175689563,0,0.510492146,0
54000,1905.38135,1798.0437,67.5320282,31.1955891,0.002909475,302.425354,0,0.268064231,2031.25171,0.094090425,0,-83.4575729,0.407069147,0.046455614,-0.213515535,307.625854,0.175428748,0,0.533891618,0
57600,1905.38135,1798.0437,67.5320282,32.3847771,0.003247849,302.957306,0,0.274192393,2085.17798,0.1642005,0,-66.5999298,0.496461034,0.066339374,-0.181412131,309.647552,0.209799215,0,0.596741617,0
61200,1905.38135,1798.0437,67.5320282,33.3326187,0.005150424,303.2789,0,0.349526674,2120.62842,0.150117159,0,-68.5242767,0.35454011,0.080509618,-0.284502476,310.955414,0.230810151,0,0.573961318,0
64800,1905.38135,1798.0437,67.5320282,33.2807655,0.005137048,302.877441,0,0.378107727,2140.78027,0.166403353,0,-53.4226189,0.383061528,0.083222859,-0.270019919,311.691528,0.234732032,0,0.602778554,0
68400,1905.38135,1798.0437,67.5320282,32.8255348,0.003812067,302.10965,0,0.341810822,2143.19531,0.172465339,0,-40.7597466,0.375313669,0.070186906,-0.254849613,311.779449,0.215679049,0,0.56886667,0
72000,1905.38135,1798.0437,67.5320282,31.551384,0.012849648,301.99173,0,0.653836608,2125.74146,0.401149243,0,-10.781455,0.557210922,0.233572215,-0.056684453,311.142731,0.39438349,0,0.861069202,0
75600,1905.38135,1798.0437,67.5320282,29.819973,0.01114895,300.43866,0,0.56712383,2077.20874,0.464235038,0,7.54310083,0.444376886,0.22551547,-0.025504239,309.35141,0.387631983,0,0.721070766,0
79200,1905.38135,1798.0437,67.5320282,28.5270634,0.008141474,299.390656,0,0.464840412,2032.1427,0.43692404,0,22.3254395,0.404001355,0.184789985,-0.040874671,307.659698,0.350822479,0,0.617449284,0
82800,1905.38135,1798.0437,67.5320282,28.2311592,0.005097382,298.823608,0,0.337653995,2000.67615,0.449014038,0,20.4290257,0.283990324,0.138529629,-0.016975381,306.461761,0.303740203,0,0.441778928,0
86400,1905.38135,1798.0437,67.5320282,27.2053738,0.00284086,297.936127,0,0.27294901,1977.52686,0.329664677,0,19.9193344,0.311412573,0.091318041,-0.099667341,305.571381,0.246431112,0,0.426473528,0
